Marque;"Libellé modèle";Modèle;Groupe;"Description Commerciale";Energie;Carrosserie;Cylindrée;Gamme;"Puissance fiscale";"Puissance maximale";"Puissance nominale électrique";"Poids à vide";"Rapport poids-puissance";"Type de boite";"Nombre rapports";"Conso basse vitesse Min";"Conso basse vitesse Max";"Conso moyenne vitesse Min";"Conso moyenne vitesse Max";"Conso haute vitesse Min";"Conso haute vitesse Max";"Conso T-haute vitesse Min";"Conso T-haute vitesse Max";"Conso vitesse mixte Min";"Conso vitesse mixte Max";"Conso elec Min";"Conso elec Max";"Autonomie elec Min";"Autonomie elec Max";"Autonomie elec urbain Min";"Autonomie elec urbain Max";"CO2 basse vitesse Min";"CO2 basse vitesse Max";"CO2 moyenne vitesse Min";"CO2 moyenne vitesse Max";"CO2 haute vitesse Min";"CO2 haute vitesse Max";"CO2 T-haute vitesse Min";"CO2 T-haute vitesse Max";"CO2 vitesse mixte Min";"CO2 vitesse mixte Max";"Essai CO2 type 1";"Essai HC";"Essai Nox";"Essai HCNox";"Essai particules";"Masse OM Min";"Masse OM Max";Bonus-Malus;"Barème Bonus-Malus";"Prix véhicule"
HYUNDAI;TUCSON;TUCSON;HYUNDAI;"TUCSON Hybrid 230 CrÃ©ative/Executive";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";1598;"MOYENNE SUPERIEURE";10;132,400;14,700;1564;0,08;AUTOMATIQUE;6;5,676;6,110;4,648;5,004;4,693;5,087;6,635;7,158;5,503;5,941;;;;;;;128,94;138,86;105,53;113,67;106,56;115,57;150,74;162,70;125,00;135,00;0,129;0,011;0,028;;;1639;1639;Malus;11904;40610
B.M.W.;"SERIE 4";430;AUTRES;"430d xDrive Coupe";"GAZ+ELEC HNR";BERLINE;2993;"MOYENNE SUPERIEURE";17;210,000;;1845;0,11;AUTOMATIQUE;8;8,050;8,448;5,439;6,020;4,731;5,306;5,251;6,208;5,502;6,190;;;;;;;211,12;221,59;142,55;157,85;123,97;139,09;137,61;162,77;144,20;162,30;0,124;;0,042;0,055;0,001;1920;1920;Malus;13128;62950
B.M.W.;"SERIE X";X2;AUTRES;"X2 sDrive18i";ESSENCE;"TS TERRAINS/CHEMINS";1499;"MOYENNE SUPERIEURE";7;100,000;;1430;0,07;AUTOMATIQUE;7;8,594;9,260;6,196;6,984;5,272;6,241;6,189;7,565;6,228;7,265;;;;;;;195,58;210,61;140,87;158,71;119,79;141,77;140,71;171,96;141,60;165,10;0,312;0,031;0,016;;;1505;1505;Malus;983;42517
KIA;STONIC;STONIC;HYUNDAI;"STONIC 1.0 essence T-GDi (120ch) MHEV iBVM6 GT-line";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";998;INFERIEURE;6;88,300;7,940;1150;0,08;MECANIQUE;6;6,761;7,000;4,841;5,201;4,266;4,678;5,349;6,182;5,099;5,627;;;;;;;153,85;159,26;110,11;118,28;97,01;106,39;121,68;140,63;116,00;128,00;0,079;0,016;0,025;;;1225;1225;"Neutre 0";11900;25270
B.M.W.;"SERIE 4";420;AUTRES;"420i Coupe";ESSENCE;COUPE;1998;"MOYENNE SUPERIEURE";10;135,000;;1525;0,09;AUTOMATIQUE;8;8,764;9,768;6,417;7,301;5,366;6,357;5,926;6,914;6,231;7,201;;;;;;;199,56;222,14;146,04;165,88;122,05;144,35;134,84;157,04;141,80;163,60;0,355;0,027;0,014;;;1600;1600;Malus;1172;53100
MINI;MINI;MINI;B.M.W.;"MINI One 102 Hatch 3P (F56)";ESSENCE;BERLINE;1499;INFERIEURE;5;75,000;;1180;0,06;AUTOMATIQUE;7;7,724;8,299;5,192;5,897;4,567;5,307;5,423;6,252;5,418;6,161;;;;;;;175,70;188,77;118,04;134,09;103,83;120,67;123,30;142,17;123,20;140,10;0,084;0,012;0,006;;;1255;1255;"Neutre 0";;27150
MINI;MINI;MINI;B.M.W.;"MINI Cooper Hatch 5P (F55)";ESSENCE;BERLINE;1499;INFERIEURE;7;100,000;;1230;0,08;AUTOMATIQUE;7;7,726;8,231;5,369;6,121;4,581;5,517;5,361;6,685;5,437;6,416;;;;;;;175,61;187,03;121,95;138,99;104,02;125,23;121,76;151,83;123,50;145,70;0,200;0,019;0,010;;0,001;1305;1305;Malus;170;33325
VOLVO;XC60;XC60;GEELY;"XC60 B4 Diesel FWD BVA8 (190ch)";"GAZ+ELEC HNR";"TS TERRAINS/CHEMINS";1969;SUPERIEURE;11;145,000;8,000;1837;0,08;AUTOMATIQUE;8;6,984;7,564;6,150;6,864;5,274;5,885;6,067;7,054;5,962;6,723;;;;;;;182,83;198,06;160,93;179,70;137,96;154,01;158,76;184,67;156,00;176,00;0,246;;0,031;0,059;;1912;1912;Malus;13053;63730
B.M.W.;"SERIE X";X4;AUTRES;"X4 xDrive20d";"GAZ+ELEC HNR";"TS TERRAINS/CHEMINS";1995;SUPERIEURE;10;140,000;;1840;0,08;AUTOMATIQUE;8;6,778;7,594;5,356;6,429;4,974;5,856;5,902;7,075;5,621;6,637;;;;;;;177,56;198,92;140,23;168,34;130,21;153,32;154,57;185,30;147,20;173,80;0,165;;0,025;0,069;;1915;1915;Malus;13082;62150
SKODA;KODIAQ;KODIAQ;VGF;"Kodiaq Style 2.0 TDI (200ch) DSG7 4x4 7PL classe A";GAZOLE;"TS TERRAINS/CHEMINS";1968;SUPERIEURE;11;147,000;;1734;0,08;AUTOMATIQUE;7;8,068;8,704;5,688;6,390;4,983;5,739;5,889;6,838;5,859;6,656;;;;;;;211,40;228,07;149,02;167,42;130,55;150,35;154,28;179,17;153,50;174,40;0,021;;0,030;0,040;;1809;1809;Malus;3874;53727
PEUGEOT;2008;2008;AUTRES;"2008 (110ch)";GAZOLE;"TS TERRAINS/CHEMINS";1499;INFERIEURE;6;81,000;;1205;0,07;MECANIQUE;6;4,697;5,033;3,991;4,492;3,719;4,317;4,824;5,638;4,297;4,917;;;;;;;123,16;131,97;104,61;117,78;97,47;113,20;126,49;147,86;112,64;128,93;0,058;;0,046;0,052;0,001;1280;1280;AUTRES;;28979
FORD;"TRANSIT CUSTOM";"TRANSIT CUSTOM";FORD;"TRANSIT CUSTOM 2.0 EcoBlue (130ch) BVA6";GAZOLE;MINIBUS;1995;"MOYENNE INFERIEURE";7;95,600;;2093;0,05;AUTOMATIQUE;6;9,504;11,088;7,384;8,641;6,672;7,772;8,621;9,561;7,886;9,025;;;;;;;249,37;290,99;193,74;226,75;175,04;203,93;226,20;250,91;206,90;236,84;0,044;0,006;0,020;0,026;0,001;2168;2519;Malus;41414;52346
B.M.W.;"SERIE 3";340;AUTRES;"M340d xDrive Touring";"GAZ+ELEC HNR";BREAK;2993;SUPERIEURE;22;250,000;;1870;0,13;AUTOMATIQUE;8;10,190;10,569;5,618;6,396;4,804;5,632;5,169;6,372;5,816;6,708;;;;;;;267,31;277,29;147,28;167,73;125,93;147,67;135,51;167,09;152,50;175,90;0,102;;0,041;0,055;0,001;1945;1945;Malus;13388;73650
B.M.W.;"SERIE X";X3;AUTRES;"X3 xDrive18d";"GAZ+ELEC HNR";"TS TERRAINS/CHEMINS";1995;SUPERIEURE;8;110,000;;1810;0,06;AUTOMATIQUE;8;6,508;7,213;5,161;6,336;4,920;5,774;5,949;7,126;5,546;6,560;;;;;;;170,46;188,94;135,11;165,91;128,78;151,17;155,79;186,67;145,20;171,80;0,159;;0,023;0,061;;1885;1885;Malus;12772;55100
B.M.W.;"SERIE 5";530;AUTRES;"530e Touring";"ELEC+ESSENC HR";BREAK;1998;LUXE;10;135,000;55,000;1900;0,07;AUTOMATIQUE;8;;;;;;;;;1,505;1,960;169,300;187,600;57,200;50,400;60,100;52,000;;;;;;;;;34,22;44,62;0,352;0,012;0,011;;;1975;1975;"Neutre 0";;68188
B.M.W.;M4;M4;AUTRES;"M4 Competition M xDrive CoupÃ©";ESSENCE;COUPE;2993;LUXE;41;375,000;;1775;0,21;AUTOMATIQUE;8;15,635;15,279;9,922;10,312;8,415;8,789;9,137;9,583;9,940;10,245;;;;;;;355,67;347,60;225,61;234,53;191,29;199,85;207,73;217,92;226,00;233,00;0,177;0,008;0,018;;;1850;1850;Malus;40500;104550
B.M.W.;"SERIE 2";220;AUTRES;"220i Gran CoupÃ©";ESSENCE;BERLINE;1998;"MOYENNE INFERIEURE";9;131,000;;1430;0,09;AUTOMATIQUE;7;9,169;9,172;6,027;6,825;4,934;5,902;5,446;7,220;5,902;6,993;;;;;;;209,40;209,41;137,55;155,75;112,55;134,66;124,27;164,78;134,70;159,60;0,156;0,017;0,011;;;1505;1505;Malus;400;44133
TOYOTA;YARIS;YARIS;TOYOTA;"Yaris 1.5L (116ch) Hybrid Dynamic Business Pack. Design";"ESS+ELEC HNR";BERLINE;1490;INFERIEURE;5;68,000;37,000;1085;0,06;"VARIATION CONTINUE";0;2,783;3,655;2,887;3,767;3,411;4,392;4,922;6,545;3,757;4,930;;;;;;;62,95;82,72;65,30;85,25;77,20;99,45;111,53;148,35;85,05;111,67;0,149;0,025;0,010;;;1160;1160;"Neutre 0";11900;25263
B.M.W.;"SERIE X";X2;AUTRES;"X2 sDrive18i";ESSENCE;"TS TERRAINS/CHEMINS";1499;"MOYENNE SUPERIEURE";7;100,000;;1430;0,07;AUTOMATIQUE;7;8,594;9,260;6,196;6,984;5,272;6,241;6,189;7,565;6,228;7,265;;;;;;;195,58;210,61;140,87;158,71;119,79;141,77;140,71;171,96;141,60;165,10;0,312;0,031;0,016;;;1505;1505;Malus;1074;42517
B.M.W.;"SERIE X";X3;AUTRES;"X3 M40d";"GAZ+ELEC HNR";"TS TERRAINS/CHEMINS";2993;SUPERIEURE;22;250,000;;2005;0,12;AUTOMATIQUE;8;8,918;10,291;6,453;7,043;5,655;6,456;6,358;7,476;6,501;7,448;;;;;;;233,54;269,53;168,94;184,38;148,01;169,00;166,43;195,73;170,20;195,00;0,122;;0,038;0,052;0,001;2080;2080;Malus;14751;78000
VOLKSWAGEN;T-ROC;T-ROC;VGF;"T-ROC 1.5 TSI (150ch) Traction SUV DSG7 pn de 16'' Ã  19''";ESSENCE;"TS TERRAINS/CHEMINS";1498;INFERIEURE;8;110,000;;1283;0,09;AUTOMATIQUE;7;8,111;8,589;6,191;6,849;5,505;6,176;6,632;7,550;6,392;7,122;;;;;;;183,06;193,85;139,68;154,53;124,15;139,32;149,63;170,38;144,20;160,70;0,126;0,014;0,010;;;1358;1358;Malus;650;36985
RENAULT;CAPTUR;CAPTUR;RENAULT;"CAPTUR (158ch+0Kw)";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";1332;INFERIEURE;8;116,000;;1298;0,09;AUTOMATIQUE;7;7,370;7,798;5,600;6,079;4,937;5,375;6,100;6,673;5,809;6,302;;;;;;;166,74;176,42;126,53;137,37;111,46;121,38;137,89;150,87;131,27;142,43;0,450;0,013;0,027;;;1373;1373;Malus;11910;30200
B.M.W.;"SERIE 1";116;AUTRES;116i;ESSENCE;BERLINE;1499;"MOYENNE INFERIEURE";6;80,000;;1340;0,06;AUTOMATIQUE;7;7,931;8,435;5,596;6,443;4,900;6,012;5,768;7,320;5,753;6,886;;;;;;;181,21;192,71;127,81;147,16;111,88;137,32;131,73;167,21;131,40;157,30;0,072;0,014;0,008;;;1415;1415;Malus;230;36260
RENAULT;KANGOO;KANGOO;RENAULT;"KANGOO (115ch)";GAZOLE;COMBISPACE;1461;INFERIEURE;6;85,000;;1579;0,05;MECANIQUE;6;6,139;6,782;5,430;6,022;4,755;5,555;6,087;7,344;5,549;6,447;;;;;;;161,01;177,96;142,36;157,96;124,60;145,68;159,63;192,74;145,49;169,16;0,170;0,048;0,039;0,086;0,001;1654;1654;Malus;898;29800
PORSCHE;"911 TURBO";911;VGF;"911 TURBO COUPE";ESSENCE;COUPE;3745;LUXE;51;427,000;;1640;0,26;AUTOMATIQUE;8;19,959;20,609;11,272;12,362;9,590;10,560;10,272;11,287;11,555;12,523;;;;;;;452,79;467,55;255,57;280,35;217,40;239,44;232,87;255,95;262,00;284,00;0,164;0,014;0,011;;;1715;1715;Malus;40000;197488
FIAT;500;500;STELLANTIS;"500 Hybrid 1.0 BSG (70ch)";"ESS+ELEC HNR";BERLINE;999;ECONOMIQUE;4;51,500;1,370;968;0,05;MECANIQUE;6;5,548;5,128;4,466;4,780;3,999;4,586;5,018;6,161;4,662;5,256;;;;;;;126,23;116,56;101,53;108,63;90,86;104,18;114,13;140,16;106,00;119,50;0,300;0,028;0,022;;;1043;1043;"Neutre 0";11900;19150
JEEP;RENEGADE;RENEGADE;STELLANTIS;"1.5 Turbo T4 (130ch) BVR7 Longitude/Limited/High Altitude/S";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";1469;INFERIEURE;7;96,000;8,000;1420;0,07;MECANIQUE;7;5,119;5,160;5,479;6,131;5,110;5,468;6,749;7,282;5,768;6,206;;;;;;;116,17;117,10;124,39;139,29;115,96;124,14;153,41;165,57;131,00;141,00;0,381;0,063;0,018;;;1495;1495;Malus;11904;33438
KIA;SPORTAGE;SPORTAGE;HYUNDAI;"SPORTAGE 1.6 Diesel CRDi (136ch) ISG MHEV DCT7 4x4";"GAZ+ELEC HNR";"TS TERRAINS/CHEMINS";1598;"MOYENNE SUPERIEURE";7;100,000;7,940;1601;0,06;AUTOMATIQUE;7;5,728;6,659;5,469;6,075;4,698;4,998;6,000;6,230;5,454;5,876;;;;;;;150,09;174,45;143,29;159,11;123,05;130,86;157,21;163,19;142,90;153,90;0,120;;0,025;0,063;;1676;1676;Malus;11920;43590
MINI;MINI;COUNTRYMAN;B.M.W.;"MINI Cooper D ALL4 Countryman (F60)";GAZOLE;"TS TERRAINS/CHEMINS";1995;INFERIEURE;8;110,000;;1570;0,07;AUTOMATIQUE;8;6,460;7,034;5,078;5,814;4,758;5,376;5,361;5,948;5,263;5,889;;;;;;;169,29;184,34;133,03;152,34;124,63;140,83;140,46;155,85;137,90;154,30;0,076;;0,020;0,054;;1645;1645;Malus;450;41733
MINI;MINI;MINI;B.M.W.;"MINI John Cooper Works Hatch 3P (F56)";ESSENCE;BERLINE;1998;INFERIEURE;13;170,000;;1275;0,13;AUTOMATIQUE;8;9,293;9,684;6,409;6,979;5,535;6,106;6,444;7,170;6,536;7,138;;;;;;;211,58;220,48;145,81;158,77;125,87;138,87;146,60;163,13;148,70;162,40;0,227;0,016;0,010;;;1350;1350;Malus;1172;40700
RENAULT;KANGOO;KANGOO;RENAULT;"KANGOO (95ch)";GAZOLE;COMBISPACE;1461;INFERIEURE;5;70,000;;1586;0,04;MECANIQUE;6;5,601;6,395;5,099;5,601;4,494;5,084;5,766;6,957;5,216;6,028;;;;;;;146,88;167,77;133,68;146,90;117,78;133,31;151,22;182,55;136,76;158,13;0,164;0,045;0,035;0,078;;1661;1661;Malus;450;28050
MINI;MINI;COUNTRYMAN;B.M.W.;"MINI One Countryman (F60)";ESSENCE;"TS TERRAINS/CHEMINS";1499;INFERIEURE;5;75,000;;1420;0,05;AUTOMATIQUE;7;8,227;8,707;5,936;6,787;5,308;6,035;6,246;7,174;6,157;6,948;;;;;;;187,50;198,42;135,25;154,62;120,94;137,47;142,32;163,45;140,30;158,30;0,085;0,013;0,007;;;1495;1495;Malus;740;35080
FORD;ECOSPORT;ECOSPORT;FORD;"ECOSPORT 1.0 EcoBoost (125ch) S&S BVM6";ESSENCE;"TS TERRAINS/CHEMINS";998;INFERIEURE;6;92,000;;1284;0,07;MECANIQUE;6;6,470;6,979;5,461;6,092;5,124;5,792;6,555;7,480;5,880;6,610;;;;;;;147,50;159,08;124,43;138,81;116,72;131,95;149,44;170,53;134,00;150,65;0,271;0,020;0,016;;;1359;1414;Malus;210;25900
FORD;FIESTA;FIESTA;FORD;"FIESTA 1.0 Flexifuel (95ch) S&S BVM6";SUPERETHANOL;BERLINE;999;INFERIEURE;5;69,900;;1114;0,06;MECANIQUE;6;8,870;10,145;6,612;7,847;6,035;7,363;7,505;8,962;7,052;8,399;;;;;;;145,35;166,21;108,30;128,48;98,82;120,55;122,96;146,78;115,51;137,55;0,393;0,037;0,011;;;1189;1307;"Neutre 0";;23090
RENAULT;CAPTUR;CAPTUR;RENAULT;"CAPTUR (140ch+0Kw)";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";1332;INFERIEURE;7;103,000;;1298;0,08;AUTOMATIQUE;7;7,536;7,901;5,565;6,071;4,913;5,405;6,092;6,688;5,813;6,328;;;;;;;170,50;178,74;125,72;137,15;110,92;122,02;137,70;151,17;131,37;143,00;0,473;0,012;0,028;;;1373;1373;"Neutre 0";11900;27325
PORSCHE;"PANAMERA 4 E-HYBRID";PANAMERA;VGF;"PANAMERA 4E-Hybrid SPORT TURISMO";"ELEC+ESSENC HR";BREAK;2894;LUXE;21;243,000;70,000;2225;0,11;AUTOMATIQUE;8;;;;;;;;;1,900;2,200;222,950;234,440;57,000;53,000;56,000;54,000;;;;;;;;;43,90;50,80;0,220;0,015;0,005;;;2300;2485;"Neutre 0";;126020
RENAULT;SCENIC;SCENIC;RENAULT;"Grand SCENIC (140ch)";ESSENCE;"MONOSPACE COMPACT";1332;"MOYENNE INFERIEURE";7;103,000;;1505;0,07;MECANIQUE;6;7,748;8,374;6,041;6,652;5,490;5,957;6,673;7,062;6,323;6,812;;;;;;;175,33;189,42;136,60;150,36;124,12;134,59;150,95;159,66;143,00;154,00;0,312;0,011;0,014;;;1580;1580;Malus;1074;36700
B.M.W.;"SERIE 2";218;AUTRES;"218i Gran CoupÃ©";ESSENCE;BERLINE;1499;"MOYENNE INFERIEURE";7;100,000;;1375;0,07;AUTOMATIQUE;7;8,092;8,676;5,516;6,400;4,693;5,896;5,435;7,138;5,577;6,809;;;;;;;184,61;197,89;125,72;145,84;106,89;134,31;123,87;162,71;127,10;155,20;0,273;0,023;0,015;;;1450;1450;Malus;240;40663
FERRARI;"F8 SPIDER";F8;AUTRES;"F8 Spider";ESSENCE;CABRIOLET;3902;LUXE;72;530,000;;1600;0,33;MECANIQUE;7;;20,900;;12,400;;11,000;;12,200;;13,000;;;;;;;;475,00;;282,00;;250,00;;277,00;;296,00;0,277;0,022;0,031;;;1675;1675;Malus;40000;232504
PORSCHE;"911 CARRERA 4 GTS";911;VGF;"911 CARRERA 4 GTS PDK";ESSENCE;COUPE;2981;LUXE;37;353,000;;1595;0,22;AUTOMATIQUE;8;18,444;18,973;10,021;10,988;8,711;9,733;9,447;10,664;10,535;11,549;;;;;;;418,61;430,59;227,35;249,27;197,58;220,77;214,31;241,90;239,00;262,00;0,133;0,012;0,014;;;1670;1670;Malus;40000;175385
MINI;MINI;MINI;B.M.W.;"MINI One 75 Hatch 3P (F56)";ESSENCE;BERLINE;1499;INFERIEURE;4;55,000;;1155;0,05;MECANIQUE;6;7,438;7,984;5,130;5,771;4,610;5,126;5,378;5,968;5,365;5,937;;;;;;;169,11;181,52;116,55;131,12;104,71;116,44;122,20;135,62;121,90;134,90;0,140;0,013;0,007;;;1230;1230;"Neutre 0";;22550
B.M.W.;"SERIE X";X2;AUTRES;"X2 sDrive18i";ESSENCE;"TS TERRAINS/CHEMINS";1499;"MOYENNE SUPERIEURE";7;100,000;;1410;0,07;MECANIQUE;6;8,554;8,773;5,965;6,840;5,141;6,152;5,973;7,354;6,059;7,068;;;;;;;194,71;199,59;135,66;155,51;116,88;139,81;135,85;167,24;137,80;160,70;0,267;0,025;0,014;;;1485;1485;Malus;740;40217
DACIA;JOGGER;JOGGER;RENAULT;"JOGGER (101ch)";ESS+G.P.L.;BREAK;999;INFERIEURE;5;67,000;;1223;0,06;MECANIQUE;6;7,328;7,529;5,491;5,693;5,157;5,357;6,435;6,820;5,968;6,234;;;;;;;165,22;169,84;123,60;128,25;116,04;120,64;145,00;153,79;134,40;140,50;0,438;0,049;0,021;;;1298;1337;"Neutre 0";;19148
DACIA;JOGGER;JOGGER;RENAULT;"JOGGER (101ch)";ESS+G.P.L.;BREAK;999;INFERIEURE;5;74,000;;1223;0,06;MECANIQUE;6;9,372;9,383;7,003;7,314;6,628;7,018;8,204;8,660;7,629;7,976;;;;;;;146,16;146,31;109,12;113,95;103,26;109,32;127,90;134,99;117,55;122,95;0,417;0,027;0,025;;;1298;1337;"Neutre 0";;19148
DACIA;JOGGER;JOGGER;RENAULT;"JOGGER (110ch)";ESSENCE;BREAK;999;INFERIEURE;6;81,000;;1176;0,07;MECANIQUE;6;6,500;6,617;5,111;5,435;4,799;5,066;6,263;6,681;5,608;5,920;;;;;;;146,86;149,49;115,38;122,71;108,31;114,35;141,49;150,93;126,65;133,70;0,234;0,024;0,023;;;1251;1308;"Neutre 0";;19350
B.M.W.;"SERIE 1";120;AUTRES;120i;ESSENCE;BERLINE;1998;"MOYENNE INFERIEURE";9;131,000;;1390;0,09;AUTOMATIQUE;7;9,169;9,172;6,027;6,825;4,934;5,902;5,446;7,220;5,902;6,993;;;;;;;209,40;209,41;137,55;155,75;112,55;134,66;124,27;164,78;134,70;159,60;0,156;0,017;0,011;;;1465;1465;Malus;450;41488
VOLVO;XC60;XC60;GEELY;"XC60 B4 Diesel FWD BVA8 (190ch)";"GAZ+ELEC HNR";"TS TERRAINS/CHEMINS";1969;SUPERIEURE;11;145,000;8,000;1837;0,08;AUTOMATIQUE;8;6,984;7,564;6,150;6,864;5,274;5,885;6,067;7,054;5,962;6,723;;;;;;;182,83;198,06;160,93;179,70;137,96;154,01;158,76;184,67;156,00;176,00;0,246;;0,031;0,059;;1912;1912;Malus;13059;63730
B.M.W.;"SERIE 4";420;AUTRES;"420d Coupe";"GAZ+ELEC HNR";COUPE;1995;"MOYENNE SUPERIEURE";10;140,000;;1605;0,09;AUTOMATIQUE;8;5,836;6,361;4,446;5,212;3,983;4,829;4,533;5,557;4,519;5,369;;;;;;;152,95;166,73;116,47;136,58;104,34;126,51;118,76;145,62;118,40;140,70;0,086;;0,017;0,035;;1680;1680;Malus;11901;55650
B.M.W.;"SERIE 1";116;AUTRES;116i;ESSENCE;BERLINE;1499;"MOYENNE INFERIEURE";6;80,000;;1320;0,06;MECANIQUE;6;7,870;8,349;5,676;6,530;4,824;5,905;5,453;6,998;5,626;6,746;;;;;;;179,70;190,56;129,55;148,97;110,05;134,69;124,43;159,66;128,40;153,90;0,179;0,019;0,011;;;1395;1395;Malus;170;33960
DACIA;SANDERO;SANDERO;RENAULT;"SANDERO (91ch)";ESSENCE;BERLINE;999;INFERIEURE;5;67,000;;1098;0,06;"VARIATION CONTINUE";0;7,513;7,530;5,213;5,396;4,652;4,984;5,858;6,486;5,575;5,940;;;;;;;170,05;170,45;117,88;122,03;105,16;112,70;132,53;146,77;126,10;134,37;0,184;0,024;0,031;;;1173;1210;Malus;100;16750
B.M.W.;"SERIE 5";530;AUTRES;"530d xDrive Touring";"GAZ+ELEC HNR";BREAK;2993;LUXE;17;210,000;;1925;0,11;AUTOMATIQUE;8;8,420;9,136;5,710;6,483;4,971;5,722;5,380;6,350;5,726;6,555;;;;;;;220,53;239,26;149,49;169,74;130,10;149,77;140,84;166,25;149,90;171,60;0,112;;0,052;0,073;;2000;2000;Malus;13940;72588
B.M.W.;"SERIE 4";430;AUTRES;"430d xDrive Coupe";"GAZ+ELEC HNR";COUPE;2993;"MOYENNE SUPERIEURE";17;210,000;;1780;0,12;AUTOMATIQUE;8;7,700;8,474;5,222;5,784;4,449;5,172;4,902;5,942;5,200;6,009;;;;;;;201,80;222,15;136,79;151,59;116,49;135,52;128,37;155,73;136,20;157,50;0,123;;0,041;0,055;0,001;1855;1855;Malus;12468;62850
B.M.W.;"SERIE X";X3;AUTRES;"X3 M40d";"GAZ+ELEC HNR";"TS TERRAINS/CHEMINS";2993;SUPERIEURE;22;250,000;;2005;0,12;AUTOMATIQUE;8;8,918;10,291;6,453;7,043;5,655;6,456;6,358;7,476;6,501;7,448;;;;;;;233,54;269,53;168,94;184,38;148,01;169,00;166,43;195,73;170,20;195,00;0,122;;0,038;0,052;0,001;2080;2080;Malus;14750;78000
RENAULT;CLIO;CLIO;RENAULT;"CLIO (94ch+24Kw)";"ESS+ELEC HNR";BERLINE;1598;INFERIEURE;5;69,000;24,000;1266;0,05;AUTOMATIQUE;6;4,115;4,790;3,695;4,344;3,681;4,364;4,767;5,738;4,127;4,904;;;;;;;92,64;107,87;83,11;97,77;82,80;98,21;107,40;129,35;92,90;110,45;0,416;0,023;0,005;;;1341;1341;"Neutre 0";11900;25133
B.M.W.;"SERIE 5";520;AUTRES;"520d Touring";"GAZ+ELEC HNR";BREAK;1995;LUXE;10;140,000;;1780;0,08;AUTOMATIQUE;8;6,366;6,790;4,935;5,922;4,455;5,160;4,962;6,033;4,987;5,842;;;;;;;166,64;177,75;129,14;154,99;116,55;135,01;129,84;157,90;130,50;152,90;0,096;;0,020;0,046;;1855;1855;Malus;12461;61063
MINI;MINI;CABRIO;B.M.W.;"MINI Cooper S Cabrio (F57)";ESSENCE;CABRIOLET;1998;INFERIEURE;9;131,000;;1305;0,10;MECANIQUE;6;8,644;9,095;5,961;6,599;5,380;6,090;5,971;7,059;6,143;6,937;;;;;;;196,46;206,62;135,36;149,79;122,14;138,21;135,59;160,27;139,50;157,50;0,252;0,016;0,013;;;1380;1380;Malus;1172;37567
VOLKSWAGEN;TOURAN;TOURAN;VGF;"TOURAN 1.5 TSI (150ch) 5PL BVM6 pn de 16'' Ã  17''";ESSENCE;"MONOSPACE COMPACT";1498;"MOYENNE INFERIEURE";8;110,000;;1445;0,08;MECANIQUE;6;8,165;9,008;6,128;7,195;5,297;6,512;6,238;7,751;6,182;7,423;;;;;;;184,31;203,31;138,27;162,34;119,50;146,91;140,76;174,91;139,50;167,50;0,129;0,016;0,023;;;1520;1520;Malus;898;37450
RENAULT;KANGOO;KANGOO;RENAULT;"KANGOO (130ch)";ESSENCE;COMBISPACE;1332;INFERIEURE;7;96,000;;1519;0,06;AUTOMATIQUE;7;8,461;9,020;6,372;7,204;5,681;6,695;6,990;8,845;6,656;7,871;;;;;;;191,87;204,52;144,41;163,26;128,69;151,70;158,44;200,55;150,86;178,42;0,234;0,012;0,022;;0,001;1594;1594;Malus;1629;31000
RENAULT;TRAFIC;TRAFIC;RENAULT;"TRAFIC (149ch)";GAZOLE;MINIBUS;1997;"MOYENNE SUPERIEURE";8;110,000;;2034;0,05;MECANIQUE;6;7,667;9,108;6,543;7,479;5,846;6,710;7,497;8,316;6,817;7,756;;;;;;;201,26;239,12;171,74;196,32;153,44;176,13;196,79;218,31;178,92;203,60;0,040;;0,038;0,045;;2109;2109;Malus;17971;42550
B.M.W.;"SERIE X";X3;AUTRES;"X3 xDrive20i";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";1998;SUPERIEURE;10;135,000;;1800;0,08;AUTOMATIQUE;8;9,723;10,613;7,321;8,280;6,389;7,507;7,510;8,926;7,421;8,582;;;;;;;221,13;241,35;166,44;188,24;145,21;170,63;170,73;202,94;168,70;195,10;0,157;0,013;0,017;;;1875;1875;Malus;12698;54800
FORD;"TRANSIT CUSTOM";"TRANSIT CUSTOM";FORD;"TRANSIT CUSTOM 2.0 EcoBlue (105ch) BVM6";GAZOLE;MINIBUS;1995;"MOYENNE INFERIEURE";5;77,300;;1964;0,04;MECANIQUE;6;7,024;10,060;5,797;9,161;5,629;9,343;5,582;13,147;5,832;10,751;;;;;;;184,14;263,82;151,93;240,22;147,52;245,02;146,28;344,84;152,85;281,95;0,117;0,014;0,049;0,065;0,001;2039;2455;Malus;21431;33533
AUDI;"RS E-TRON GT";"E-TRON GT";VGF;"RS e-tron GT quattro (598ch)";ELECTRIC;BERLINE;0;LUXE;10;;142,000;2345;0,00;"VARIATION ELECTRIQUE";0;;;;;;;;;;;193,300;239,000;506,000;409,000;605,800;509,000;;;;;;;;;;;;;;;;2420;2420;"Neutre 0";-6000;115350
